ticker,name,etf,test,price,ret_5,ret_20,ret_60,ret_120,drawdown_52,off_low_52,ma20,ma50,vol_ratio,dollar_volume,volatility,retrieved_at,market_cap,avg_volume,revenue_growth,earnings_growth,earnings_q_growth,forward_pe,target_upside,recommendation,sector,industry,sector_rs_60,industry_rs_60,spy_rs_20,spy_rs_60,spy_rs_120,leadership_momentum,leadership_coverage,beaten_down_reversal,reversal_coverage,acceleration_emerging_momentum,acceleration_coverage,data_confidence,best_lens,lens_winner,lens_data_missing,risk_score,final_quant_score,biotech_review,crypto_proxy_review,special_risk_review
HTFL,"Heartflow, Inc. - Common Stock",N,N,50.59000015258789,0.03371478488310409,0.8619801255255826,0.7782073390482727,1.433381333562325,0.0,1.4690093078428146,0.19965379567603714,0.5166823143549713,0.9477893107827906,96920031.90680695,0.9668325846381883,2026-09-02T13:55:20.282244+00:00,4468111872.0,1816839.0,0.476,,,-194.44865,-0.15344945022866596,1.44444,Healthcare,Health Information Services,0.5647571055892833,0.4732811929055236,0.8717749763843397,0.7443963062044376,1.2828831318053533,86.65781891953698,0.7900000000000001,70.11753417164688,0.8,86.66516301159848,0.74,0.7825,86.66516301159848,acceleration_emerging_momentum,False,49.549983394221194,85.08280322486581,False,False,False
INBX,"Inhibrx Biosciences, Inc. - Common Stock",N,N,125.24500274658203,-0.0007578872992185515,0.4929670241723303,0.40519473360332814,0.8072871173330367,-0.11699798378291038,3.7199925934349256,0.1863046336414116,0.3027572977908459,1.015635326849282,29839988.17422104,0.6259089470603028,2026-09-02T13:55:43.092112+00:00,1834409088.0,301560.0,,,,-14.22831,1.139495025673941,1.5,Healthcare,Biotechnology,0.19174450014433875,0.1350952930233562,0.5027618750310874,0.3713837007594931,0.6567889155760649,83.82597435721259,0.68,77.70766563593129,0.7000000000000002,87.08197383596209,0.6400000000000001,0.6737500000000001,87.08197383596209,acceleration_emerging_momentum,False,55.385254068415804,84.94466720671792,True,False,True
SM,SM Energy Company Common Stock,N,N,38.02000045776367,0.07522623873013745,0.31013093928440116,0.17454438406896577,0.5024124531801684,-0.0005257743765065825,1.1974125262268918,0.09165041320264677,0.20123348114062,0.864067516749797,130166668.29675579,0.5631188593429374,2026-09-02T14:17:35.964312+00:00,9081268224.0,3817952.0,1.761,1.539,4.302,5.098321,0.07735280251440546,1.66667,Energy,Oil & Gas E&P,0.10213066240604074,0.08901637280050734,0.31992579014315825,0.14073335122513075,0.35191425142319654,79.39893463746822,1.0000000000000002,72.60840411236964,1.0000000000000002,84.93972790439287,1.0,1.0,84.93972790439287,acceleration_emerging_momentum,False,41.50946529392228,84.92161992754849,False,False,False
CAI,"Caris Life Sciences, Inc. - Common Stock",N,N,24.8799991607666,-0.07233409978121674,0.512461884914879,0.5415117782918664,0.40644422892280097,-0.32391305226684763,0.7099655556437494,0.03699070283100947,0.2622137106950422,1.2909844488798792,132400342.91671276,0.7344231976018726,2026-09-02T13:51:20.839892+00:00,7186396160.0,4163895.0,0.454,,,67.29828,0.06173810460086515,1.53846,Healthcare,Biotechnology,0.328061544832877,0.27141233771189444,0.5222567357736361,0.5077007454480313,0.25594602716582915,82.92598618824158,0.8300000000000002,82.82411574119912,0.8300000000000001,85.4719847021109,0.77,0.802,85.4719847021109,acceleration_emerging_momentum,False,55.17436067751577,84.79131372447628,True,False,True
IAG,Iamgold Corporation Ordinary Shares,N,N,20.184999465942383,-0.0629062856078243,0.2702957224556928,0.2939101905355652,-0.05589334619886721,-0.17846969000189106,1.1337208651741428,0.03188699322695121,0.1954892715657941,0.8865969792125528,115249805.894672,0.6478387017598003,2026-09-02T14:11:46.165369+00:00,11599864832.0,5700484.0,0.475,1.914,1.929,8.514571,0.16498498646320447,1.76923,Basic Materials,Gold,0.22390455785409746,0.06855833028414426,0.28009057331444986,0.2600991576917302,-0.20639154795583903,81.9969771723385,1.0000000000000002,79.591813635124,1.0000000000000002,83.90064284468764,1.0,1.0,83.90064284468764,acceleration_emerging_momentum,False,50.778811026237136,84.65484815264473,False,False,False
HELP,Cybin Inc. - Common Stock,N,N,11.800000190734863,-0.13426264918128494,0.12060783380526474,1.9426432711265011,1.3001949176410226,-0.15623879296265397,2.0490957466863513,-0.012696872743396814,0.2998887545958038,0.9289057160239517,20629150.01637564,0.9077225621368759,2026-09-02T13:55:08.285541+00:00,859918336.0,1614934.0,,,,-6.419776,2.516623874256585,1.0,Healthcare,Biotechnology,1.7291930376675118,1.6725438305465292,0.13040268466402183,1.9088322382826661,1.1496967158840508,88.93543997933062,0.68,68.8628074255223,0.7000000000000002,62.806760218144596,0.6400000000000001,0.6737500000000001,88.93543997933062,leadership_momentum,False,55.76137495848555,84.65413044187783,True,False,True
PSNYW,Polestar Automotive Holding UK Limited - Class C-1 ADS (ADW),N,N,5.760000228881836,0.07063199002931753,1.4,1.0425533210060216,0.4083129618558268,-0.3806451493817986,1.6181818654714526,0.5822002957903187,0.9332752232395392,4.336446900918177,2848025.8196376325,3.220794778854432,2026-09-02T13:59:53.260186+00:00,839718336.0,241479.0,0.454,,,,,,Consumer Cyclical,Auto Manufacturers,1.0339630181775503,1.1031550426252457,1.409794850858757,1.0087422881621866,0.25781476009885496,86.86831614484854,0.7200000000000001,87.1059887242181,0.76,88.25727587272938,0.7,0.6252500000000001,88.25727587272938,acceleration_emerging_momentum,False,76.60577881102624,84.65215704629823,False,False,False
BTGO,"BitGo Holdings, Inc. Class A Common Stock",N,N,6.989999771118164,-0.004273534172344884,0.39799995422363277,0.27554739904909265,-0.34672898170843713,-0.6219578227341724,0.4904050502849686,0.1372325357323858,0.27053943817377735,1.167785332343767,10705495.020101547,0.8373767298116899,2026-09-02T14:06:38.751210+00:00,819292992.0,1441161.0,0.796,,,27.294798,0.47656671449067445,1.33333,Financial Services,Capital Markets,0.203204026050263,0.20866257711637193,0.40779480508238986,0.24173636620525762,-0.49722718346540895,78.69814035333948,0.8300000000000002,86.08477247175524,0.8300000000000001,83.26570429090637,0.77,0.802,86.08477247175524,beaten_down_reversal,False,71.68880770508136,84.63829445450617,False,False,False
FSM,Fortuna Mining Corp. Common Shares,N,N,12.279999732971191,-0.010475432396401474,0.2791665880216523,0.40022794663599837,0.11231882023575968,-0.10102489969663941,0.6115485455903262,0.07455370683101781,0.2693293332900961,1.015016936685992,64845847.63138542,0.5510820804040933,2026-09-02T14:10:17.948391+00:00,3646194688.0,5412671.0,0.382,1.014,1.023,7.0058913,0.17694805194805197,2.0,Basic Materials,Gold,0.3302223139545306,0.1748760863845774,0.28896143888040937,0.36641691379216335,-0.03817938152121214,83.02229579813644,1.0000000000000002,77.64855967258728,1.0000000000000002,83.93436988613644,1.0,1.0,83.93436988613644,acceleration_emerging_momentum,False,48.816007970773825,84.62709093601394,False,False,False
VIR,"Vir Biotechnology, Inc. - Common Stock",N,N,11.770000457763672,0.062274416859998016,0.2919869266006785,0.39289949389800793,0.24156128967355772,0.0,1.4572026203545958,0.1863424860658296,0.2154947626849626,1.0226053223640428,17320581.86735916,0.5061899550762768,2026-09-02T14:03:10.386342+00:00,1944291200.0,1896907.0,195.825,,,-4.4970646,0.8083359442993907,1.3,Healthcare,Biotechnology,0.17944926043901854,0.122800053318036,0.3017817774594356,0.3590884610541729,0.0910630879165859,84.49534640727217,0.7900000000000001,71.17598308733325,0.8,86.1183354999095,0.74,0.7825,86.1183354999095,acceleration_emerging_momentum,False,48.14181335104616,84.57363152460303,True,False,True
